IDE,Cota do centro da UEO (mm),E,Milho_2005_2006,Soja_2006_2007,Milho_2007_2008,Girassol_2008_2009,Trigo_2009_2009,Milho_2009_2010
1,0.975716306825406,0,0.427228944570724,0.714781600358597,0.776433113120068,0.769132772128439,0.357955308679207,0.380316712986031
2,0.976643838952712,0,0.488837686209402,0.989582929868166,0.891013279156594,0.661117390365135,0.770407964088404,0.428328474934833
3,0.934904893223962,0,0.47736863677444,0.787274400343859,0.768872899164099,0.710964808346058,0.694187088311654,0.746549098926721
4,0.896876076004434,0,0.912469466534283,0.992732756879076,0.959792373731318,0.958322071236278,0.511383049970257,0.70508965466511
5,0.866267515803351,0,1.03945178995225,0.972472127118187,0.944255983334585,1.11324778942837,-0.191872535496784,0.34192820554381
6,0.890383351113295,0,0.62519471090464,0.886594825786499,0.945108702170863,0.934666593585922,0.120447770972332,0.503325897970742
7,0.950672939388156,0,1.18465992888533,0.785969886269207,0.634501706431413,0.791071989049378,0.41700210070933,0.401038108849143
8,0.912644122168628,0,0.629433272652342,0.766070545917704,0.914867607924276,0.879099096682231,0.641005448074768,0.924553327523327
10,0.918209314932462,0,0.687526501312042,0.864738012873499,1.03250740155775,0.794502139982345,0.468062135602174,1.10609712986412
11,0.933049828969351,0,0.847021086606508,0.897107273749679,0.902455065985506,0.855481547445786,0.51987808767555,1.23247190144735
12,0.939542553860489,0,0.453557892838813,0.865202278490886,0.80485602981081,0.603276559152723,0.765509415292237,0.443566045299309
13,0.938615021733184,0,0.917730269644668,1.03899882142583,0.653493369888629,0.587370330569313,0.841775029700884,0.574715385419786
14,0.920064379187073,0,0.701538687795628,0.716310676094579,1.03358662197224,1.20405078285425,0.395204776451391,0.554371606270986
15,0.927484636205517,0,0.989711021207138,0.946343378785521,1.0955216392726,1.10075274757097,0.67630257166027,0.825037139072738
16,0.940470085987795,0,0.904840055388416,1.04822070999283,1.01465870253061,0.642428164411093,0.770344832907823,0.50194355553876
18,0.937687489605878,0,0.783392794958631,0.654812143658098,0.596537283032158,0.510773898678514,0.226866394790765,0.517290504851508
19,0.961803324915823,0,0.717944415030856,0.889285702944188,0.833555857453558,0.760120032773129,0.411690962307836,0.568987004244368
20,0.941397618115101,0,1.04054882946342,0.806119127812394,0.727977102557778,1.09802427229533,-0.116614948744377,0.427195897784279
21,0.961803324915823,0,1.17623267082225,1.04823005506034,1.00344273607215,0.705351403087413,0.851254068760105,0.620501349469417
22,0.965513453425045,0,1.08622556547396,0.944949727936078,0.890779693017744,0.586196920263975,0.321386862303775,0.858119584556633
23,0.977571371080017,0,0.581986313794227,0.84954267706458,0.808949270963121,0.866753397954597,1.2196805964035,0.83101799270405
24,0.948817875133545,1,0.525763038846749,0.909646728945199,0.837983554582894,0.642655734894549,0.248364550160178,0.841298339877432
25,0.952528003642767,1,0.983777034760354,0.805319249585702,0.772217799538238,0.422192087992229,0.209471517610767,0.95161237806283
26,0.943252682369712,1,1.13337333173812,0.748720618149589,0.89711727529681,0.81098203582614,-0.100505561587742,0.877194381360649
27,0.959020728533906,1,0.840937503862746,0.980269585408479,1.1668953179408,1.12033803230363,0.122134500244413,1.18744399174764
28,0.973861242570795,1,0.834355266795724,0.949161095808423,1.15228560851224,0.751683331204076,0.02189602132754,1.03379741756079
29,0.971078646188878,1,0.937127922819451,0.8564423428584,0.959774134393703,0.877705227471047,0.220184762965292,1.01286538532454
30,0.923774507696295,1,0.623449420773231,0.922714134584454,0.960317601939853,0.309307646093257,0.835741113846199,0.972205967991789
31,0.90615139727749,1,0.678750185222681,0.832828771408654,1.15377248067692,0.5857465203488,0.567837901076115,0.931939318450634
32,0.898731140259045,1,0.951788359923273,0.75027357293099,1.03928150176559,0.770474489770498,1.05150029124227,1.09028518352501
33,0.915426718550545,1,1.2116121950575,0.776727760007824,1.03527392248835,0.705180725224815,0.987756937054098,1.20853024193114
34,0.932122296842045,1,0.719290781703656,0.972484156775345,1.16068524072309,1.04481544863166,1.30322170655149,1.02241422665728
35,0.933049828969351,1,0.750107618881077,1.03415203533552,0.988600377165403,0.919801025859158,1.3881331444248,1.15737833959376
36,0.913571654295934,1,0.702386400145169,0.74594141051573,0.790647534719168,0.416922408984641,1.2431310959596,1.10090333602346
37,0.895021011749823,1,0.880331195400225,0.875984926198709,1.01162444992249,0.834516616657158,0.794758870036213,0.712815771352749
38,0.900586204513656,1,1.47592391910105,0.931081795974781,1.0676552182263,0.980318180778077,0.850015388601603,0.955751352083471
39,0.912644122168628,1,1.03680892203897,0.807272054029903,0.974331254583654,1.12505063773192,1.40642991928425,1.15659983356446
40,0.935832425351267,1,0.575030085984762,1.00362642275018,0.999281782869092,0.792795361356405,1.4550275067374,0.893258754656926
41,0.946962810878934,1,0.726571134823242,0.926467132990466,1.04188867117233,1.21473000189572,1.33727940433463,1.23251239531756
42,0.908933993659406,1,0.753174342969121,0.748009933473102,0.913262512153884,0.709357591806631,0.461100224532759,0.874878245731945
43,0.917281782805156,1,0.538304195076718,0.853920817369474,1.17310813701972,0.897838103679533,1.14551720059841,0.715634758951642
44,0.909861525786712,1,1.04468766034647,0.915111040494607,1.13292105193048,0.987100255290321,0.602884405473643,1.07419933482791
45,0.908933993659406,1,1.18191733010741,0.976870212091413,1.06457220817319,1.18060865253213,0.723982768611445,1.00755638869809
46,0.930267232587434,1,0.805308652465874,1.00903091523238,0.917977321321342,0.899734524375018,0.928957533088535,0.874218081900832
47,0.933977361096656,1,0.841037234727397,0.98509436643805,1.09121518009328,0.644168130399201,1.02616182141985,0.867221742102069
48,0.909861525786712,2,0.634170488723307,0.932781288268705,0.869464702394694,0.848964971830915,0.70644398216549,0.777406519989866
49,0.902441268768267,2,0.965750680974532,1.00033537484948,1.15155715900049,0.83279087382426,0.640646461978403,0.648941354729624
50,0.898731140259045,2,1.11798984586558,0.928372929419544,1.20337176221277,1.05935388378844,0.334497601232418,0.914712953074494
51,0.913571654295934,2,0.957473019208429,0.837264422087861,1.0968353654564,0.676336166446432,0.591115908351427,0.832786937849634
52,0.917281782805156,2,0.796632067241164,0.891341363588321,0.98759920612933,0.810408368565756,0.072386301458161,0.77675365870501
53,0.921919443441684,2,1.04720586467893,0.942326801217696,1.19006028149162,0.921548103424881,0.236780724168538,0.988532595971033
54,0.904296333022878,2,0.796058614769415,0.821273888360287,0.945747896436648,0.377635683751719,0.909107499208857,0.805687893925962
55,0.891310883240601,2,1.09203488833993,0.866990377953309,0.967726894317921,1.11079903620532,0.780382027824699,0.553685439915357
56,0.896876076004434,2,0.884470026283276,0.682982729239603,1.11661191648779,0.906940923017874,0.449573481721455,0.402156103656552
57,0.887600754731378,2,0.984325554515938,0.697908885523365,0.95068299116156,1.1193187061798,0.63421975750546,0.378948202168139
58,1.19275882461491,2,0.576176990928258,0.958200774094095,1.13631699179559,0.655340418821502,1.30966307535377,0.954374446749788
59,0.911716590041323,2,0.47644612627641,0.972575187375058,1.02977073455698,0.928370476876903,1.11140333097743,1.05019211164096
60,0.909861525786712,2,0.713606122418501,0.818579518885984,0.876170170921315,0.426530150333161,1.08919482555258,0.949361965350425
61,0.878325433458323,2,1.14970426082486,0.724465482701949,1.05969394320516,0.923790620897295,0.747230618734879,0.664170098340368
63,0.896876076004434,2,0.507686819628603,0.941051495581838,1.14148219849981,0.653057602409306,0.885359570599923,0.792344663208502
64,0.913571654295934,2,0.595075989779783,1.02665534026191,0.965167307272801,0.860763079082723,1.26726162272062,0.978986416314028
65,0.891310883240601,2,0.716897240952013,0.715177884078563,0.873424069193146,0.680152713096105,0.94507868484838,0.585835388916352
67,0.86441245154874,2,1.45415765789079,0.964969613322334,1.11980773454497,0.71608040317214,0.409707218229506,0.362201074921027
68,0.878325433458323,2,1.07951866482613,0.962852376256629,1.05529604891506,0.741952322510346,1.01737664540173,0.449384536710606
69,0.904296333022878,2,0.986519633538279,1.0043882055569,0.899108922407217,0.601889801519149,0.411213915932835,0.774145853464027
70,0.919136847059767,2,0.888359530004699,1.05648537625366,0.959932259743603,0.567050182817148,1.21782734000156,1.05076853505847
71,0.949745407260851,3,0.6169419818547,0.931361892654369,0.66233181910442,0.577188921960403,0.335253684111588,0.76768121183063
72,1.04991887700985,3,0.637561338121468,0.913038912684168,0.764158089996641,0.717019131416406,0.423816125745509,1.05161699538602
73,0.977571371080017,3,0.628635425735128,1.00092627894846,0.596650056975834,0.664658956013958,0.25488495721216,0.718550545099808
74,0.985919160225767,3,0.240657429523283,0.990006017344837,0.609853889841664,0.505326430230724,0.325516900823017,0.871503900627793
