id,condominio,anunciante,num_suites,num_vagas,num_quartos,area,rua,regiao,descricao,tipo_imovel,localidade,bairro,preco
0,0.0,HELDER LOPES IMOVEIS,2.0,2.0,3.0,150.0,Rua Tomaz Soares Vieira,RS,"Sobrado Moderno Bougainville

Ótima oportunidade sobrado c/ dormitórios, cortinas automatizadas, closet, suíte c móveis planejados e hidro...",Casa,Pelotas,Laranjal,570000
1,0.0,HELDER LOPES IMOVEIS,0.0,0.0,0.0,360.0,Rua Professora Vanda da Silva Chagas,RS,"Terreno Colina do Sol 

ÁREA TOTAL –  360m²

10m de frente x 36m de fundo",Casa,Pelotas,Colina da Sol,200000
2,18.0,Fernanda,0.0,1.0,2.0,45.0,Rua Maestro Mendanha,RS,"Apartamento central, condomínio Reservas D´ouro, localização e posição privilegiadas, sacada com churrasqueira, 2 dormitórios, sala e cozinh...",Casa,Pelotas,Centro,170000
3,230.0,Alex Lara,0.0,1.0,2.0,55.0,Avenida Presidente Juscelino Kubitschek de Oliveira,RS,"Apartamento em condomínio fechado
2 dormitórios, estar/jantar, cozinha, área de serviço, banheiro auxiliar, vaga de garagem coberta e com a...",Casa,Pelotas,Centro,250000
4,680.0,Maria,1.0,1.0,3.0,147.0,Rua Almirante Barroso,RS,"Excelente apartamento com 3 dormitórios sendo 1 suíte, todo reformado, ensolarado, com 4 splits, aquecimento a gás na cozinha e suíte. Banhe...",Casa,Pelotas,Centro,600000
5,255.0,JWS - IMÓVEIS,0.0,1.0,3.0,92.0,,RS,"Apartamento andar baixo, dependências amplas, área de serviço fechada, próximo ao Paraíso Supermercado",Casa,Pelotas,Porto,275000
6,175.0,ROSANA,0.0,1.0,2.0,4696.0,Rua Maestro Mendanha,RS,"Vende-se apartamento no centro de Pelotas, no Condomínio Residencial Reserva d'Ouro. Condomínio com ótima estrutura de lazer e portaria 24 h...",Casa,Pelotas,Centro,210000
7,300.0,Marcelo Karam Nogueira,1.0,1.0,3.0,66.0,Av. Presidente Juscelino K. de Oliveira,RS,"Apartamento novo, moderno, pronto para morar. 15º andar, semimobiliado, ótima orientação solar, bela vista.

Fantástica área de lazer do c...",Casa,Pelotas,Centro,380000
8,0.0,Gladis Lopes-Corretora de Imoveis,2.0,1.0,3.0,180.0,Rua Padre Anchieta,RS,"Sobrado moderno e espaçoso, recém reformado, localizado próximo à Avenida Bento Gonçalves, com 3 dormitórios, sendo 2 suítes, closed com arm...",Casa,Pelotas,Centro,449000
9,640.0,JWS - IMÓVEIS,1.0,1.0,3.0,147.0,,RS,"Apartamento reformado e decorado, impecável. Ótima Localização, andar baixo. Apartamento belíssimo, amplo, corredor de entrada com persianas...",Casa,Pelotas,Centro,630000
10,200.0,JWS - IMÓVEIS,1.0,2.0,3.0,110.0,Jk de Oliveira,RS,"42 apartamentos, 31 opções de plantas exclusivas.Hall amplo com obras de arte, espaço gourmet, espaço fitness e espaço kids interligados, te...",Casa,Pelotas,Zona Norte,549000
11,0.0,REQUINTE IMÓVEIS,0.0,2.0,2.0,47.0,Rua Três de Maio,RS,"8333 - Requinte oferece: casa no porto, em ótimo estado, com 2 dormitórios, sala de estar, cozinha, área de serviço, banheiro social, garage...",Casa,Pelotas,Centro,180000
12,26.0,REQUINTE IMÓVEIS,0.0,0.0,2.0,76.0,Rua Bento Martins,RS,9757 - Bento Martins - Centro,Casa,Pelotas,Centro,200000
13,198.0,REQUINTE IMÓVEIS,0.0,0.0,2.0,50.0,Rua Padre Anchieta,RS,"2330 - ÓTIMO INVESTIMENTO APTO CENTRO - 2 dorm, próximo das universidades, ótimo estado de conservação, área de serviço, banheiro, cozinha, ...",Casa,Pelotas,Centro,170000
14,170.0,REQUINTE IMÓVEIS,1.0,1.0,3.0,147.0,Rua Vítor Valpírio,RS,"1683 - Requinte oferece: Excelente Apartamento, área nobre, com 3 dormitórios, sendo 1 suíte, sala de estar,sacada,  cozinha, dispensa, depe...",Casa,Pelotas,Três Vendas,403000
15,0.0,REQUINTE IMÓVEIS,0.0,3.0,2.0,75.0,Rua Guararapes,RS,"1891 - Requinte oferece: Casa  central, Com opção para comércio na garagem ampla (vaga 3 carros), 2 dormitórios, cozinha, 2 banheiros, pátio...",Casa,Pelotas,Centro,330000
16,80.0,Gladis Lopes-Corretora de Imoveis,2.0,2.0,3.0,194.0,Anchieta,RS,"Cobertura duplex, no centro, próxima de tudo, com 3 dormitórios, sendo 2 suítes, escritório (opção para mais um dormitório) ampla sala dois ...",Casa,Pelotas,Centro,980000
17,0.0,REQUINTE IMÓVEIS,0.0,0.0,0.0,420.0,Rua Cândido Portinari,RS,"2433 - TERRENO CENTRAL, PRÓXIMO AO FÓRUM, 300 m2 com piscina no fundo e benfeitorias.",Casa,Pelotas,Areal,400000
18,342.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,87.0,Rua Marechal Deodoro,RS,"97470 - Requinte oferece: Apartamento central com 87m², 2 dorm, sala estar/social, banheiro, cozinha e vaga de garagem independente. Próximo...",Casa,Pelotas,Centro,260000
19,280.0,REQUINTE IMÓVEIS,1.0,3.0,2.0,83.0,Rua Doutor Armando Fagundes,RS,"Excelente apartamento, todo mobiliado, com cozinha planejada, 2 quartos, sendo uma suíte, 3 vagas de garagem, ótima localização, próximo a A...",Casa,Pelotas,Areal,380000
20,159.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,93.0,Andrade Neves,RS,8119- Requinte oferece: apartamento amplo de 2 dormitórios com garagem e ótima posição solar.,Casa,Pelotas,Centro,265000
21,468.0,Moyses Imóveis,0.0,0.0,0.0,0.0,Veredas Altos do Laranjal,RS,"Excelente Lote medindo  Frente: 11,51m, Esquerda: 28m, Direita: 28m, Fundos: 14,90m. Residencial Veredas possui toda a estrutura que você pr...",Loteamento/Condomínio,Pelotas,Laranjal,233160
22,250.0,MAP Corretores de Imóveis,0.0,1.0,2.0,80.0,,RS,"Apartamento muito bom, central, térreo. Opção de dependência completa de empregada. Financia.",Apartamento,Pelotas,Centro,270000
23,260.0,MARQUES IMÓVEIS,0.0,1.0,3.0,74.0,,RS,"Apto ANCHIETA 3 Dorm,Sala,Cozinha,Áreas Serv,Sacada,2 wc,Garagem,Piso Frio. Preço: R$ 230.000,00",Apartamento,Pelotas,Areal,230000
24,0.0,Luan,0.0,0.0,0.0,165.0,Doutor José Brusque,RS,"Excelente terreno central, muito bem localizado, Rua Dr. José Brusque, próximo ao McDonald's, Subway, batalhão da brigada militar, posto do ...",Terreno Padrão,Pelotas,Centro,158000
25,50.0,Marcelo Karam Nogueira,0.0,0.0,0.0,50.0,Rua Coronel Alberto Rosa,RS,"Oportunidade, loja ou conjunto comercial central, próximo INSS, 50 metros da Barroso e Secretaria de Mobilidade da Prefeitura.

50 m² priv...",Loja/Salão,Pelotas,Centro,280000
26,0.0,REQUINTE IMÓVEIS,1.0,2.0,3.0,176.0,Rua Otacílio Câmara,RS,"7011 - Requinte oferece: Imóvel para pessoas exigentes, no Areal próximo á Domingos de Almeida, com 3 dormitórios, sendo 1 suíte, sala de es...",Casa,Pelotas,Areal,1300000
27,0.0,MARQUES IMÓVEIS,0.0,2.0,3.0,109.0,,RS,"0276 - Casa, bairro BARRO DURO, 3 dormitórios, estar social, sacada, cozinha, pátio, área serviço, 2 garagens, 2 banheiros, churrasqueira, p...",Casa,Pelotas,Barro Duro,170000
28,0.0,MARQUES IMÓVEIS,0.0,1.0,1.0,33.0,,RS,"Loft STUDIO XAVANTE RESIDENCE 1 Dorm,Cozinha,Sacada,Terraço,wc,Elevador,Garagem,Porcelanato. Preço a partir de R$ 193.000,00",Apartamento,Pelotas,Centro,193000
29,0.0,MARQUES IMÓVEIS,0.0,2.0,2.0,100.0,,RS,"0332 - Casa, bairro AREAL, próxima ao shopping Pelotas, 2 dormitórios, estar social, jantar, cozinha, banheiro social, pátio, área serviço, ...",Casa,Pelotas,Areal,195000
30,180.0,MARQUES IMÓVEIS,0.0,1.0,2.0,54.0,,RS,"Apto CENTRO - PRÓX BIG com 2 Dormitórios, Sala estar, Cozinha, àrea serviço, Banheiro, Garagem, Piso Frio/Parquet. Preço: R$ 200.000,00",Apartamento,Pelotas,Centro,200000
31,220.0,MAP Corretores de Imóveis,0.0,1.0,2.0,55.0,Rua General Neto,RS,"Apartamento nunca habitado, localizado no Centro. Infra estrutura completa, portaria 24 horas. Financia.",Apartamento,Pelotas,Centro,230000
32,420.0,MARQUES IMÓVEIS,0.0,1.0,2.0,75.0,,RS,"Apto CENTRO - Gal. Osório - com 2 Dormitórios, Esatr Social, Cozinha, Área serviço, 2 Banheiros, Elevador, Garagem, Piso Tipo Frio/Laminado....",Apartamento,Pelotas,Centro,300000
33,0.0,Proper Consultoria Imobiliaria,0.0,1.0,1.0,33.0,,RS,"PRÓXIMO A AVENIDA BENTO, EM FASE DE CONSTRUÇÃO, COM AREAS CONDOMINIAIS, ESPAÇO GOURMET, ESPAÇO FITNESS, TERRAÇO COM JARDIM INTEGRADO COM ESP...",Apartamento,Pelotas,Centro,250000
34,220.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,69.0,Avenida Ferreira Viana,RS,"BENTO ESQUINA FERREIRA VIANA 3 dorms., sala, cozinha, salão de festas, estacionamento, ótima posição solar, financia e estuda propostas. R$2...",Apartamento,Pelotas,Centro,220000
35,360.0,MARQUES IMÓVEIS,1.0,2.0,3.0,138.0,,RS,"Apto XV DE NOVEMBRO, 3 Dorm(1 Suíte),Ampla sala estar,Cozinha,Área Serviço,wc,Elevador,2 Garagens,Sacada c/Churrasq,Lareira,Piso Frio/Flutua...",Apartamento,Pelotas,Centro,485000
36,0.0,Proper Consultoria Imobiliaria,1.0,1.0,3.0,117.0,,RS,"TRÊS DORMITÓRIOS (SENDO UM SUITE), SALA DE ESTAR, COZINHA COM MÓVEIS PLANEJADOS, UM DORMITÓRIO COM MÓVEIS, AREA DE SERVIÇO, GARAGEM, CONDOMÍ...",Apartamento,Pelotas,Zona Norte,280000
37,0.0,MARQUES IMÓVEIS,0.0,2.0,2.0,100.0,,RS,"Casa LARANJAL 2 Dorm,Estar,Cozinha,Área Serv,Lareira,Piscina,Churrasq,2wc,2Vagas Garag,Piso Tábua/Frio,Patio. Preço: R$ 360.000,00",Casa,Pelotas,Laranjal,360000
38,400.0,MARQUES IMÓVEIS,0.0,1.0,2.0,100.0,,RS,"Apto no CENTRO com 2 Dormitórios, Sala estar, Cozinha, Banheiro, Área de serviço, Garagem para 1 veiculo, Piso Frio/Carpete.  Preço: R$ 350....",Apartamento,Pelotas,Centro,350000
39,0.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,3.0,200.0,Rua Tomaz Soares Vieira,RS,"SOBRADO BOUGANVILLE NOVO: Pronto para morar, impecável, 03 dorms, sendo 01 suíte com closet, sala, lareira, lavabo, churrasqueira, pátio, ág...",Casa,Pelotas,Laranjal,695000
40,600.0,MARQUES IMÓVEIS,0.0,1.0,2.0,80.0,,RS,"Apto CENTRO - TELLES com 2 Dormitórios, Estar Social c/ Lareira e Sacada, Cozinha Mobiliada, Dependência Empregada, Área Serviço, Lavanderia...",Apartamento,Pelotas,Centro,330000
41,350.0,MARQUES IMÓVEIS,0.0,1.0,3.0,144.0,,RS,"Apto CENTRO com 3 Dormitórios, Sala estar, Cozinha, 2 Banheiros, Sacada, Terraço, Churrasqueira, Despensa, Área de serviço, Garagem, Piso Fl...",Apartamento,Pelotas,Centro,380000
42,250.0,Alex Lara,0.0,1.0,2.0,60.0,Rua Joao Jacob Bainy,RS,"Casa impecável no condomínio Moradas Pelotas com ampliação, piso flutuante, ótima posição solar.
2 dormitórios
Estar
Jantar
Churrasqueir...",Casa de Condomínio,Pelotas,Três Vendas,180000
43,0.0,Proper Consultoria Imobiliaria,1.0,2.0,3.0,150.0,,RS,"CASA TRÊS DORMITÓRIOS(SENDO UM SUITE), UM DORMITÓRIO COM MÓVEIS PLANEJADOS, COZINHA COM MÓVEIS PLANEJADOS, SALÃO COM CHURRASQUEIRA, PISCINA,...",Casa,Pelotas,Umuharama,370000
44,0.0,REQUINTE IMÓVEIS,1.0,3.0,3.0,630.0,Rua Tapejara,RS,"97229- Ótima residencia a sessenta metros da lagoa dos patos ótima localização, terreno 18x35, sobrado com suite, banheira de hidromassagem,...",Casa,Pelotas,Laranjal,1000000
45,0.0,Proper Consultoria Imobiliaria,1.0,1.0,3.0,515.0,,RS,"TERRENO COM CASA DE 2 DORMITÓRIOS  MEDINDO 17X30, ÓTIMO LOCAL PARA CONSTRUIR PRÉDIO COMERCIAL E RESIDENCIAL. R$ 480.000,00. ESTUDA PROPOSTA....",Casa,Pelotas,Centro,480000
46,180.0,MARQUES IMÓVEIS,0.0,0.0,3.0,67.0,,RS,"Apto COHABPEL 3 Dormitórios, Estar, Cozinha, Área Serviço, Banheiro, Piso Parquet/Frio. Preço: R$ 195.000,00",Apartamento,Pelotas,Centro,195000
47,0.0,Proper Consultoria Imobiliaria,1.0,2.0,3.0,170.0,,RS,"TRÊS DORMITÓRIOS (SENDO UM SUITE), SALA COM TRÊS AMBIENTES COM LAREIRA, LAVABO, COZINHA, WC SOCIAL E AUXILIAR, SALÃO COM CHURRASQUEIRA, PISC...",Casa,Pelotas,Areal,590000
48,0.0,MARQUES IMÓVEIS,1.0,2.0,3.0,285.0,,RS,"Casa COLINA DO SOL 3 Dorm(1 Suíte),2 Salas estar  e 1 jantar, Cozinha Mobil,Área Serviço,Churrasq,Escrit,Lareira,Piscina,5 wc,Garag 2 Veic,S...",Casa,Pelotas,Zona Norte,750000
49,303.0,MAP Corretores de Imóveis,0.0,0.0,2.0,78.0,Rua Gomes Carneiro,RS,"Apartamento excelente, localizado no centro. Amplo. Lareira. Financia.",Apartamento,Pelotas,Centro,185000
50,242.0,JWS - IMÓVEIS,1.0,1.0,3.0,170.0,,RS,"Apartamento térreo,condomínio baixo, 3 dormitórios, 1 suíte, cozinha e sala ampla,  2 banheiros (social e auxiliar),  área de serviço, 2 áre...",Apartamento,Pelotas,Zona Norte,450000
51,0.0,Proper Consultoria Imobiliaria,1.0,2.0,3.0,165.0,,RS,"COM TRÊS DORMITÓRIOS (SENDO UM SUITE), SALA COM LAREIRA, SACADA COM CHURRASQUEIRA, COZINHA, LAVANDERIA, TERRAÇO, DUAS VAGAS DE ESTACIONAMENT...",Apartamento,Pelotas,Zona Norte,795000
52,0.0,REQUINTE IMÓVEIS,0.0,2.0,2.0,130.0,Rua Doutor Jamil Abuchaem,RS,"1507 - Requinte Oferece -  Casa no Areal, 2 dormitórios, 2 vagas, piscina, pátio, financiável.",Casa,Pelotas,Areal,220000
53,200.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,40.0,Rua Gonçalves Chaves,RS,"ATENÇÃO INVESTIDORES: Apartamento, 01 dormitório, sala, cozinha, terraço. Desocupado. R$ 170.000,00 16911",Apartamento,Pelotas,Centro,170000
54,0.0,JWS - IMÓVEIS,1.0,2.0,3.0,130.0,,RS,"Amplo pátio com possibilidade para piscina e churrasqueira, parte superior com piso flutuante e parte baixa em porcelanato. Em construção.",Casa,Pelotas,Três Vendas,430000
55,200.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,1.0,40.0,Rua Almirante Barroso,RS,"BARROSO 1 DORM: Garagem, piso flutuante. R$220.000",Apartamento,Pelotas,Centro,220000
56,190.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,89.0,Rua Santos Dumont,RS,"PRÓXIMO À AV. BENTO GONÇALVES: 2 dorms., de frente, c/ dependência de empregada, p/ investidores, imóvel alugado. R$295.000. 4069",Apartamento,Pelotas,Centro,295000
57,1.271,Sergio,1.0,2.0,3.0,200.0,Rua Almirante Barroso,RS,"Duplex: 03 dorm, 2 box indiv, c/ elevador, esquina, posição norte e oeste...no quarto piso: apto 3 dorm, sala 2 ambientes c/ lareira, cozinh...",Apartamento,Pelotas,Centro,595000
58,0.0,MAP Corretores de Imóveis,1.0,1.0,2.0,85.0,,RS,"Sobrados novos, com 85 a 125 m². Excelente acabamento, porcelanato, instalação para água quente. Financia.",Casa de Condomínio,Pelotas,Três Vendas,270000
59,154.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,65.0,Rua Álvaro Chaves,RS,"CENTRO DE FRENTE: Ensolarado, 1 dorm, sala de estar, cozinha americana, terraço com churrasqueira, garagem, andar baixo. R$270.000",Apartamento,Pelotas,Centro,270000
60,200.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,48.0,Rua Santos Dumont,RS,"7983 - REQUINTE VENDE - Apartamento central, 2 dormitórios, com garagem, condomínio baixo.",Apartamento,Pelotas,Centro,275000
61,1.5,Moyses Imóveis,1.0,1.0,3.0,150.0,Próximo Hotel Jacques,RS,"Ótimo apartamento alto padrão de esquina, 3 dormitórios sendo 1 suíte, ampla sala 35m² com boa iluminação natural, sacada e piso em tábua co...",Apartamento,Pelotas,Centro,689000
62,100.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,2.0,70.0,Rua Santa Cruz,RS,"ZONA UNIVERSITÁRIA: 2 dormitórios, sala, copa, cozinha, área de serviço, 2 wc, ficam os móveis, 70m. R$195.000 A25011",Apartamento,Pelotas,Centro,195000
63,180.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,48.0,Presidente Juscelino Kubitschek de Oliveira,RS,"JARDIM DAS HORTÊNCIAS ANDAR BAIXO: 1 dorm. opção p/ 2, ensolarado, sala de estar, cozinha, fica cozinha, financiável. R$212.000. A11575",Apartamento,Pelotas,Centro,212000
64,175.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,98.0,Rua José do Patrocínio,RS,"APTO EM ZONA UNIVERSITÁRIA: 3 dorms., ambientes amplos, área de serviço, 1 apto por andar, baixo valor condominial. R$280.000. 15738",Apartamento,Pelotas,Centro,280000
65,180.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,2.0,72.0,Rua Benjamin Constant,RS,"ZONA PORTO: 2 dorm, wc social e aux, sala de estar, cozinha, lavanderia, lareira, sacada, excelente posição solar, prédio de esquina. Aceita...",Apartamento,Pelotas,Centro,235000
66,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,2.0,118.0,Rua Conde de Porto Alegre,RS,"PRÓXIMO A BENEFICÊNCIA: 02 dorms, sala, cozinha, lavanderia. R$ 250.000,00 16909",Casa,Pelotas,Centro,250000
67,0.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,125.0,Rua Gonçalves Chaves,RS,"PRÓX A DOM JOAQUIM: 3 dorms, 2 wcs, área de serviço, sacada, de frente, garagem. Financia R$430.000",Apartamento,Pelotas,Centro,430000
68,200.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,42.0,Rua Barão de Cotegipe,RS,"ALBATROZ SEGUNDO ANDAR: Desocupado, 2 dorms, sala, cozinha americana, portaria 24hs. R$115.000",Apartamento,Pelotas,Areal,115000
69,132.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,54.0,Rua Santiago Dantas,RS,"2170 - Excelente casa no Moradas Pelotas, 2 dormitórios, toda em piso frio com aparência de amadeirado. Banheiro com box de vidro. Azulejo n...",Casa de Condomínio,Pelotas,Três Vendas,175000
70,328.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,67.0,Rua Andrade Neves,RS,"PRÓX ESCOLA SENAC: 1 dorm, sala, cozinha, wc, elevador, portaria,central. R$200.000",Apartamento,Pelotas,Centro,200000
71,220.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,75.0,Avenida Domingos José de Almeida,RS,"TÉRREO PROX. À PEPSI: 2 dormitórios, sala estar, ampla cozinha, dependência empregada, 2 wcs, área de serviço, garagem, churrasqueira no con...",Apartamento,Pelotas,Centro,350000
72,220.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,2.0,71.0,Rua Padre Anchieta,RS,"RUA BRASIL I TÉRREO: 2 dorms, sala, sacada, cozinha americana, wc social e auxiliar, área de serviço, garagem. R$205.000",Apartamento,Pelotas,Centro,205000
73,100.0,Up Imóveis.,1.0,1.0,3.0,61.0,Avenida Presidente Juscelino Kubitschek de Oliveira,RS,"JK Parque Club, 03 dormitórios sendo 01 suíte, sala de estar com living estendido , cozinha, área de serviço, banheiro, piscina adulta e inf...",Apartamento,Pelotas,Centro,300000
74,360.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,1.0,46.0,Rua Gonçalves Chaves,RS,"FRENTE À CATÓLICA: Já alugado, para investidor 1 dorm, sala, área de serviço. R$165.000",Apartamento,Pelotas,Centro,165000
75,300.0,MARQUES IMÓVEIS,0.0,0.0,2.0,101.0,,RS,"Apto CENTRO 2 Dormitórios, Sala estar, Cozinha, Área serviço, dep. empregada, 2 Banheiros, Piso Frio/Laminado, Box Coberto individual. Preço...",Apartamento,Pelotas,Centro,360000
76,300.0,FUHRO SOUTO IMOBILIARIA,0.0,1.0,3.0,77.0,Fernando Osorio,RS,"PRÓX A DOM JOAQUIM: 3 dorms, ficam 4 splits, sala, cozinha, wc social e auxiliar, garagem coberta, sacada com churrasqueira. R$350.000",Apartamento,Pelotas,Centro,350000
77,1.1640000000000001,Moyses Imóveis,1.0,2.0,4.0,228.0,Próximo MC Donalds,RS,"Excelente apartamento próximo ao Mc Donald´s, hall de entrada com chapelaria, sala 2 ambientes de 60m², tábua corrida, piso porcelanato no l...",Apartamento,Pelotas,Centro,790000
78,0.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,3.0,89.0,Rua Laudelino Freire,RS,"COHAB TABLADA: 3 dorms, sala de jantar e estar, banheiro social e auxiliar, cozinha, área de serviço, amplo pátio, ensolarado, box coberto, ...",Casa,Pelotas,Três Vendas,254000
79,0.0,REQUINTE IMÓVEIS,0.0,0.0,0.0,965.0,Avenida Fernando Osório,RS,"3489 - Requinte Oferece: Excelente terreno com benfeitorias, metragem total de 2.600 m², ótimo para investidores, ponto comercial ou residen...",Terreno Padrão,Pelotas,Três Vendas,1066000
80,83.0,REQUINTE IMÓVEIS,1.0,1.0,3.0,115.0,Avenida Presidente Juscelino Kubitschek de Oliveira,RS,"5874 - Requinte Oferece: Belíssimo apartamento semi mobiliado, sacada com churrasqueira,lareira,  móveis planejados na cozinha e dormitórios...",Apartamento,Pelotas,Areal,540000
81,0.0,REQUINTE IMÓVEIS,0.0,0.0,2.0,50.0,Rua Irmão Gabino Gerardo,RS,"97517 - Requinte Oferece: Apartamento, 2 dorm, Guabiroba, R$ 107.000,00",Apartamento,Pelotas,Fragata,107000
82,330.0,MAP Corretores de Imóveis,0.0,0.0,1.0,40.0,Rua Barão de Butuí,RS,"Apartamento muito bom, central, próximos as Universidades. Financia.",Quitinete,Pelotas,Centro,200000
83,0.0,MAP Corretores de Imóveis,0.0,1.0,2.0,90.0,,RS,"Imóvel central, próximo as faculdades. Financia.",Casa,Pelotas,Centro,250000
84,0.0,REQUINTE IMÓVEIS,0.0,2.0,3.0,64.0,Avenida Ferreira Viana,RS,"7438 -  Requinte Oferece -  GARDEN CLUB HOUSE - 3 dormitórios, 2 vagas, sala de estar, cozinha americana. Toda infra estrutura de clube, zon...",Apartamento,Pelotas,Areal,282975
85,900.0,Moyses Imóveis,1.0,0.0,3.0,177.0,Próximo Igreja da Luz,RS,"Apartamento em região valorizada, desocupado, condomínio com elevador, portaria. Proprietário estuda propostas à vista.",Apartamento,Pelotas,Zona Norte,689000
86,0.0,FUHRO SOUTO IMOBILIARIA,1.0,2.0,3.0,184.0,Rua Almirante Barroso,RS,"IMEDICAÇÕES BRIGADA MILITAR: Residencial ou comercial, 3 dorms, suíte, 2 salas, copa cozinha, lavanderia, garagem/3 carros. R$ 430.000,00",Casa,Pelotas,Centro,430000
87,0.0,FUHRO SOUTO IMOBILIARIA,2.0,1.0,4.0,180.0,Rua Barão de Butuí,RS,"PRÓX AO INSS, FRENTE NORTE: Ampla, 4 dorms, sendo 2 suítes, lareira, churrasqueira, garagem, excelente localização, residencial ou comercial...",Casa,Pelotas,Centro,450000
88,0.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,65.0,Rua São Manoel,RS,"Apto novo, entrega no inicio de Março, amplo, com garagem coberta, com espera para lareira.",Apartamento,Pelotas,Três Vendas,179000
89,0.0,REQUINTE IMÓVEIS,0.0,0.0,1.0,42.0,Rua General Argolo,RS,"5206- Apartamentos novos de 1 dormitório, financiáveis, excelente infraestrutura que inclui elevador, terraço comrtura vegetal, área de conv...",Apartamento,Pelotas,Centro,180000
90,0.0,MARQUES IMÓVEIS,1.0,1.0,3.0,130.0,,RS,"0012 - Casa na BARRA DO RIBEIRO, bairro LARANJAL, 03 dormitórios, 01 suíte, estar social, jantar, copa, cozinha, banheiro social, pátio, áre...",Casa,Pelotas,Laranjal,350000
91,0.0,FUHRO SOUTO IMOBILIARIA,2.0,5.0,4.0,400.0,Rua Caxias do Sul,RS,"EXCELENTE SOBRADO NA PRAIA: 2 salas amplas c/ lareira e salamandra, fino acabamento, 4 dorms. sendo 2 suítes, gás central e água quente, pis...",Casa,Pelotas,Laranjal,1300000
92,0.0,FUHRO SOUTO IMOBILIARIA,2.0,1.0,3.0,216.0,Rua General José de San Martin,RS,"OPORTUNIDADE LAS ACÁCIAS:  Construção nova, aceita imóvel de menor valor, 3 dorms  sendo 2 suítes, piscina,  R$800.000",Casa,Pelotas,Laranjal,800000
93,0.0,MARQUES IMÓVEIS,0.0,2.0,3.0,78.0,,RS,"0201 - Casa, bairro LARANJAL, 03 dormitórios, estar social, cozinha, banheiro social, área serviço, armário cozinha, piscina, varanda, 02 ga...",Casa,Pelotas,Laranjal,350000
94,0.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,52.0,Rua Pracinha Izidro Mattoso,RS,97434 - Requinte oferece: Aptº em excelente estado de conservação; 2º pavimento; 2 dorm.; 1 banh.; 1 vaga; aceita financiamento! Agende sua ...,Apartamento,Pelotas,Centro,192000
95,0.0,MAP Corretores de Imóveis,0.0,1.0,2.0,68.0,Rua Eng Ildefonso Simoes Lopes,RS,"Casa nova, estacionamento , instalação de água quente . Financia.",Casa,Pelotas,Areal,270000
96,260.0,MAP Corretores de Imóveis,0.0,0.0,1.0,40.0,Rua Doutor Cassiano,RS,"Apartamento central, térreo, muito bom. Condomínio com ronda, piscina, salão de festas, campo de futebol , playground. Financia.",Apartamento,Pelotas,Centro,180000
97,0.0,Oleiro Alves Imóveis,1.0,1.0,3.0,148.0,Avenida Ferreira Viana,RS,"Casa muito bem estruturada. Super segura, todas as janelas e portas são gradeadas, possui 2 caixas dágua, uma para a suíte outra para casa d...",Casa,Pelotas,Areal,429000
98,0.0,Oleiro Alves Imóveis,2.0,2.0,3.0,180.0,Rua 29,RS,"Imóvel novo com ótima infra-estrutura, terreno grande e bem localizada. Uma quadra da praia.",Casa,Pelotas,Laranjal Val Verde,330000
99,0.0,MAP Corretores de Imóveis,0.0,2.0,1.0,80.0,,RS,"Casa boa, 1 dormitório com opção para 2. Churrasqueira, pátio. Financia.",Casa,Pelotas,Navegantes,165000
100,350.0,FUHRO SOUTO IMOBILIARIA,0.0,0.0,3.0,100.0,Rua Major Cícero Góes Monteiro,RS,"CENTRAL 3 DORMS: Ensolarado, ambientes amplos, andar baixo. R$320.000",Apartamento,Pelotas,Centro,320000
101,230.0,REQUINTE IMÓVEIS,0.0,1.0,2.0,49.0,,RS,,Apartamento,Pelotas,Três Vendas,198000
102,290.0,Moyses Imóveis,0.0,0.0,0.0,30.0,Próximo à Justiça Federal,RS,"Sala comercial localizada em região privilegiada e consolidada de Pelotas, 30m² privativos, 1 lavabo e sala 2 ambientes, revestimento em pis...",Conjunto Comercial/Sala,Pelotas,Centro,100000
